#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
UniRef50_A0A1Q9EEX7    -          YP_009664532.1       -            5.3e-59  210.6 245.7   1.4e+02   13.7   2.4  29.2   1   1  31  32  32  32   0 Uncharacterized protein n=1 Tax=Symbiodinium microadriaticum TaxID=2951 RepID=A0A1Q9EEX7_SYMMI
UniRef50_A0A6C0DD14    -          NP_536676.1          -                7.2   17.7   0.6       7.8   17.6   0.6   1.0   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=viral metagenome TaxID=1070528 RepID=A0A6C0DD14_9ZZZZ
UniRef50_A0A7Y2YVN8    -          NP_536676.1          -                7.2   17.7   6.8       7.2   17.7   6.8   2.3   2   0   0   2   2   1   0 Uncharacterized protein (Fragment) n=1 Tax=Gemmatimonadetes bacterium TaxID=2026742 RepID=A0A7Y2YVN8_9BACT
UniRef50_A0A375AQR5    -          NP_536676.1          -                7.2   17.7  38.8        88   14.1  10.0   3.1   2   1   1   3   3   3   0 O-Antigen ligase n=1 Tax=Sphaerochaeta dissipatitropha TaxID=1945881 RepID=A0A375AQR5_9SPIR
UniRef50_A0A419V035    -          NP_536676.1          -                7.2   17.7   3.0       9.9   17.2   3.0   1.2   1   0   0   1   1   1   0 Lia operon protein LiaF n=1 Tax=Sinobaca qinghaiensis TaxID=342944 RepID=A0A419V035_9BACL
UniRef50_UPI0013D2F800 -          NP_536676.1          -                7.2   17.7   2.4       9.3   17.3   2.4   1.1   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Bacteroides sp. 214 TaxID=2302935 RepID=UPI0013D2F800
UniRef50_A0A6L7KZE9    -          NP_536676.1          -                7.2   17.7   1.7       8.6   17.4   1.7   1.2   1   0   0   1   1   1   0 DUF2306 domain-containing protein n=10 Tax=Bacteria TaxID=2 RepID=A0A6L7KZE9_9GAMM
UniRef50_A0A419RWK5    -          NP_536676.1          -                7.2   17.7   2.7        12   16.9   2.7   1.3   1   0   0   1   1   1   0 NADH-quinone oxidoreductase subunit A n=177 Tax=cellular organisms TaxID=131567 RepID=A0A419RWK5_9SPHN
UniRef50_A0A431ID95    -          NP_536676.1          -                7.3   17.7   3.7        19   16.3   3.7   1.7   1   0   0   1   1   1   0 DUF2029 domain-containing protein n=15 Tax=root TaxID=1 RepID=A0A431ID95_9ACTN
UniRef50_A0A0E3TSI5    -          NP_536676.1          -                7.3   17.7   4.8       7.3   17.7   4.8   2.8   1   1   2   3   3   1   0 MFS transporter n=34 Tax=Terrabacteria group TaxID=1783272 RepID=A0A0E3TSI5_MYCCH
UniRef50_S6B9C4        -          NP_536676.1          -                7.3   17.7   1.9   8.8e+02   10.9   0.2   2.1   2   0   0   2   2   2   0 Uncharacterized protein n=1 Tax=Babesia bovis TaxID=5865 RepID=S6B9C4_BABBO
UniRef50_A0A437RR71    -          NP_536676.1          -                7.3   17.7   1.2       9.1   17.4   1.2   1.2   1   0   0   1   1   1   0 Phosphoesterase n=2 Tax=Burkholderiales genera incertae sedis TaxID=224471 RepID=A0A437RR71_9BURK
UniRef50_UPI00165B7E4A -          NP_536676.1          -                7.4   17.6   5.4       7.6   17.6   5.4   1.0   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Pasteuria penetrans TaxID=86005 RepID=UPI00165B7E4A
UniRef50_A0A1S3KIW0    -          NP_536676.1          -                7.4   17.6   4.6       7.4   17.6   4.6   2.5   1   1   2   3   3   1   0 FMRFamide receptor-like n=1 Tax=Lingula unguis TaxID=7574 RepID=A0A1S3KIW0_LINUN
UniRef50_A0A533MPA0    -          NP_536676.1          -                7.4   17.6  11.3       7.4   17.6  11.3   3.1   2   1   1   3   3   2   0 Uncharacterized protein (Fragment) n=1 Tax=ANME-2 cluster archaeon TaxID=2056317 RepID=A0A533MPA0_9EURY
UniRef50_UPI00062879E1 -          NP_536676.1          -                7.5   17.6   9.5       8.7   17.4   9.5   1.1   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Weizmannia coagulans TaxID=1398 RepID=UPI00062879E1
UniRef50_UPI0013DD7A40 -          NP_536676.1          -                7.5   17.6   3.0       9.4   17.3   3.0   1.1   1   0   0   1   1   1   0 DUF4190 domain-containing protein n=1 Tax=Ruminococcus flavefaciens TaxID=1265 RepID=UPI0013DD7A40
UniRef50_A0A7W8E5A6    -          NP_536676.1          -                7.5   17.6   8.4       7.5   17.6   8.4   2.4   1   1   0   2   2   1   0 Uncharacterized protein n=1 Tax=Granulicella aggregans TaxID=474949 RepID=A0A7W8E5A6_9BACT
UniRef50_M6K8Y3        -          NP_536676.1          -                7.5   17.6   9.4       7.9   17.6   9.4   1.0   1   0   0   1   1   1   0 Membrane protein, PF09852 domain protein n=2 Tax=Leptospira TaxID=171 RepID=M6K8Y3_LEPIR
UniRef50_A0A1H9H3F9    -          NP_536676.1          -                7.5   17.6  20.1        11   17.1   4.5   2.5   1   1   0   2   2   2   0 Uncharacterized protein n=2 Tax=Solimonas aquatica TaxID=489703 RepID=A0A1H9H3F9_9GAMM
UniRef50_A0A1Q3YUY2    -          NP_536676.1          -                7.6   17.6   2.8        17   16.5   2.8   1.6   1   1   0   1   1   1   0 Uncharacterized protein n=1 Tax=Devosia sp. 67-54 TaxID=1895754 RepID=A0A1Q3YUY2_9HYPH
UniRef50_A0A2H0Q3T5    -          NP_536676.1          -                7.6   17.6   3.0       9.9   17.2   3.0   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Bdellovibrionales bacterium CG11_big_fil_rev_8_21_14_0_20_38_13 TaxID=1973928 RepID=A0A2H0Q3T5_9PROT
UniRef50_A0A1G7KPL1    -          NP_536676.1          -                7.6   17.6   0.1       7.6   17.6   0.1   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Thermus arciformis TaxID=482827 RepID=A0A1G7KPL1_9DEIN
UniRef50_A0A3E2D0K2    -          NP_536676.1          -                7.6   17.6   1.4        11   17.1   1.4   1.2   1   0   0   1   1   1   0 Beta-carotene 15,15'-monooxygenase (Fragment) n=1 Tax=Bifidobacteriaceae bacterium NR015 TaxID=2021362 RepID=A0A3E2D0K2_9BIFI
UniRef50_A0A4R2T9P2    -          NP_536676.1          -                7.6   17.6   7.6        11   17.1   7.6   1.2   1   0   0   1   1   1   0 Histidine kinase n=1 Tax=Serpentinicella alkaliphila TaxID=1734049 RepID=A0A4R2T9P2_9CLOT
UniRef50_A0A3D3R8K3    -          NP_536676.1          -                7.6   17.6   1.7       8.5   17.4   0.4   1.7   1   1   0   1   1   1   0 Uncharacterized protein (Fragment) n=1 Tax=Gimesia maris TaxID=122 RepID=A0A3D3R8K3_9PLAN
UniRef50_A0A2E3B3K0    -          NP_536676.1          -                7.6   17.6  17.8   1.4e+02   13.5   6.5   2.2   2   0   0   2   2   2   0 Uncharacterized protein n=1 Tax=Chloroflexi bacterium TaxID=2026724 RepID=A0A2E3B3K0_9CHLR
UniRef50_A0A7B5TZY7    -          NP_536676.1          -                7.7   17.6   2.3         9   17.4   2.3   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=71 Tax=Enterobacterales TaxID=91347 RepID=A0A7B5TZY7_ECOLX
UniRef50_A0A0D5LMJ5    -          NP_536676.1          -                7.8   17.6   4.7       9.8   17.3   4.7   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Martelella endophytica TaxID=1486262 RepID=A0A0D5LMJ5_9HYPH
UniRef50_A0A6M1Y9M2    -          NP_536676.1          -                7.8   17.6  10.4       7.8   17.6  10.4   3.1   2   1   1   3   3   1   0 Uncharacterized protein n=1 Tax=Wenzhouxiangella sp. XN24 TaxID=2713569 RepID=A0A6M1Y9M2_9GAMM
UniRef50_A0A4P6ZLH2    -          NP_536676.1          -                7.8   17.6   8.2        10   17.2   8.2   1.1   1   0   0   1   1   1   0 DUF1516 family protein n=2 Tax=Acetilactobacillus jinshanensis TaxID=1720083 RepID=A0A4P6ZLH2_9LACO
UniRef50_A0A356XFA9    -          NP_536676.1          -                7.8   17.6   7.2       8.9   17.4   6.5   1.5   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=1 Tax=Clostridiales bacterium TaxID=1898207 RepID=A0A356XFA9_9FIRM
UniRef50_A0A160N2P8    -          NP_536676.1          -                7.9   17.6   4.5       9.7   17.3   4.5   1.1   1   0   0   1   1   1   0 Membrane protein n=22 Tax=Xanthomonadales TaxID=135614 RepID=A0A160N2P8_9GAMM
UniRef50_UPI0018E46EF3 -          NP_536676.1          -                  8   17.5   7.7        15   16.7   7.7   1.5   1   1   0   1   1   1   0 acyltransferase family protein n=1 Tax=Clostridium perfringens TaxID=1502 RepID=UPI0018E46EF3
UniRef50_A0A524AS87    -          NP_536676.1          -                8.1   17.5   4.9       9.1   17.4   3.1   1.9   2   1   0   2   2   1   0 Glycosyltransferase family 39 protein (Fragment) n=1 Tax=Anaerolineales bacterium TaxID=2073117 RepID=A0A524AS87_9CHLR
UniRef50_A0A6C0RRR9    -          NP_536676.1          -                8.1   17.5   3.1        11   17.1   3.1   1.0   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Staphylococcus phage f2b1 TaxID=2708592 RepID=A0A6C0RRR9_9CAUD
UniRef50_A0A0B1ZWB9    -          NP_536676.1          -                8.2   17.5   9.7        10   17.2   9.7   1.2   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Microbacterium mangrovi TaxID=1348253 RepID=A0A0B1ZWB9_9MICO
UniRef50_UPI00094C733F -          NP_536676.1          -                8.2   17.5   3.6        11   17.1   3.6   1.3   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=1 Tax=Candidatus Kryptonium thompsoni TaxID=1633631 RepID=UPI00094C733F
UniRef50_P94608        -          NP_536676.1          -                8.2   17.5   1.8        14   16.7   1.8   1.3   1   0   0   1   1   1   0 Sensor protein KdpD n=108 Tax=Clostridiaceae TaxID=31979 RepID=KDPD_CLOAB
UniRef50_A0A7Y9I5Z6    -          NP_536676.1          -                8.2   17.5   3.6        12   17.0   3.6   1.1   1   0   0   1   1   1   0 Signal transduction histidine kinase n=2 Tax=Microlunatus TaxID=29404 RepID=A0A7Y9I5Z6_9ACTN
UniRef50_UPI000586630A -          NP_536676.1          -                8.2   17.5   5.5        10   17.2   5.5   1.0   1   0   0   1   1   1   0 prepilin peptidase n=3 Tax=Vibrio coralliilyticus TaxID=190893 RepID=UPI000586630A
UniRef50_UPI00119ED06D -          NP_536676.1          -                8.2   17.5  17.9        12   16.9  17.9   1.2   1   0   0   1   1   1   0 sensor histidine kinase n=2 Tax=Bacillales TaxID=1385 RepID=UPI00119ED06D
UniRef50_UPI00166B743B -          NP_536676.1          -                8.3   17.5   0.4       8.3   17.5   0.4   2.1   2   1   0   2   2   1   0 hypothetical protein n=1 Tax=Marmoricola endophyticus TaxID=2040280 RepID=UPI00166B743B
UniRef50_A0A0J7II59    -          NP_536676.1          -                8.3   17.5   6.7       8.3   17.5   6.7   3.9   3   1   1   4   4   2   0 Membrane protein n=233 Tax=root TaxID=1 RepID=A0A0J7II59_9FLAO
UniRef50_A0A3R6QZA6    -          NP_536676.1          -                8.3   17.5   3.7       8.3   17.5   3.7   2.5   1   1   0   2   2   1   0 Branched-chain amino acid transport system carrier protein n=6 Tax=unclassified Clostridium TaxID=2614128 RepID=A0A3R6QZA6_9CLOT
UniRef50_A0A401YQF8    -          NP_536676.1          -                8.3   17.5  20.6   2.8e+02   12.5   3.1   2.3   2   0   0   2   2   2   0 Uncharacterized protein n=1 Tax=Embleya hyalina TaxID=516124 RepID=A0A401YQF8_9ACTN
UniRef50_A0A350C2J1    -          NP_536676.1          -                8.3   17.5   4.7        16   16.5   4.7   1.4   1   0   0   1   1   1   0 Uncharacterized protein n=3 Tax=Saprospirales bacterium TaxID=2026790 RepID=A0A350C2J1_9BACT
UniRef50_W7AP62        -          NP_536676.1          -                8.4   17.5   0.4        14   16.7   0.4   1.4   1   1   0   1   1   1   0 Acyltransferase n=1 Tax=Listeria aquatica FSL S10-1188 TaxID=1265818 RepID=W7AP62_9LIST
UniRef50_UPI000A9316F7 -          NP_536676.1          -                8.4   17.5   1.6       8.4   17.5   1.6   1.8   2   0   0   2   2   1   0 hypothetical protein n=1 Tax=Streptomyces sp. Wb2n-11 TaxID=1030533 RepID=UPI000A9316F7
UniRef50_F8KZH7        -          NP_536676.1          -                8.4   17.5   6.5       9.2   17.3   6.5   1.0   1   0   0   1   1   1   0 Uncharacterized protein n=3 Tax=Parachlamydia TaxID=83551 RepID=F8KZH7_PARAV
UniRef50_A0A0S8KMH0    -          NP_536676.1          -                8.4   17.5   1.0       8.4   17.5   1.0   2.3   2   0   0   2   2   1   0 DUF1624 domain-containing protein n=12 Tax=Chloroflexi TaxID=200795 RepID=A0A0S8KMH0_9CHLR
UniRef50_A0A1F9U0Z3    -          NP_536676.1          -                8.4   17.5   7.8        16   16.6   7.8   1.5   1   1   0   1   1   1   0 Uncharacterized protein n=1 Tax=Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_54_10 TaxID=1797945 RepID=A0A1F9U0Z3_9BACT
UniRef50_A0A7W4EU37    -          NP_536676.1          -                8.4   17.5  15.5        79   14.3   3.3   2.6   2   1   0   2   2   2   0 Uncharacterized protein n=1 Tax=Candidatus Saccharibacteria bacterium TaxID=2026720 RepID=A0A7W4EU37_9BACT
UniRef50_UPI00046CCE68 -          NP_536676.1          -                8.5   17.5   1.2        10   17.2   1.2   1.0   1   0   0   1   1   1   0 DUF4233 domain-containing protein n=1 Tax=Haloglycomyces albus TaxID=526067 RepID=UPI00046CCE68
UniRef50_A0A520J592    -          NP_536676.1          -                8.5   17.5   4.8        13   16.8   4.8   1.3   1   0   0   1   1   1   0 DUF1624 domain-containing protein (Fragment) n=3 Tax=Proteobacteria TaxID=1224 RepID=A0A520J592_SPHSX
UniRef50_UPI001008A2BC -          NP_536676.1          -                8.5   17.5   0.2       9.5   17.3   0.2   1.1   1   0   0   1   1   1   0 flagellar biosynthetic protein FliO n=1 Tax=Longirhabdus pacifica TaxID=2305227 RepID=UPI001008A2BC
UniRef50_A0A3R7SIM1    -          NP_536676.1          -                8.5   17.5   7.7        12   16.9   7.7   1.1   1   0   0   1   1   1   0 DUF4956 domain-containing protein n=1 Tax=Pelagibacteraceae bacterium TMED232 TaxID=1986813 RepID=A0A3R7SIM1_9PROT
UniRef50_A0A1H2EBR0    -          NP_536676.1          -                8.5   17.5  10.3       8.5   17.5  10.3   2.5   1   1   1   2   2   1   0 Dolichyl-phosphate-mannose-protein mannosyltransferase n=1 Tax=Verrucomicrobium sp. GAS474 TaxID=1882831 RepID=A0A1H2EBR0_9BACT
UniRef50_A0A7T5JQS6    -          NP_536676.1          -                8.5   17.5   9.7       8.5   17.5   9.7   2.6   1   1   1   2   2   1   0 YihY/virulence factor BrkB family protein n=2 Tax=Alicyclobacillus sp. SO9 TaxID=2665646 RepID=A0A7T5JQS6_9BACL
UniRef50_G2KUM0        -          NP_536676.1          -                8.5   17.4   1.6       9.1   17.3   1.6   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=10 Tax=Fructilactobacillus TaxID=2767881 RepID=G2KUM0_FRUST
UniRef50_A0A7X7KHM2    -          NP_536676.1          -                8.6   17.4   1.2        13   16.8   1.2   1.2   1   0   0   1   1   1   0 Uncharacterized protein (Fragment) n=1 Tax=Pirellulaceae bacterium TaxID=2699754 RepID=A0A7X7KHM2_9BACT
UniRef50_A0A3B9BXW4    -          NP_536676.1          -                8.6   17.4   3.5        10   17.2   3.5   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=2 Tax=Bacteroidetes TaxID=976 RepID=A0A3B9BXW4_9BACT
UniRef50_A0A1I7PHB2    -          NP_536676.1          -                8.6   17.4   2.5       8.6   17.4   2.5   2.9   2   1   0   3   3   1   0 Uncharacterized protein n=2 Tax=Lacunisphaera limnophila TaxID=1838286 RepID=A0A1I7PHB2_9BACT
UniRef50_UPI00083A20FC -          NP_536676.1          -                8.6   17.4   6.3       8.6   17.4   6.3   3.1   2   1   1   3   3   1   0 hypothetical protein n=1 Tax=Acinetobacter seifertii TaxID=1530123 RepID=UPI00083A20FC
UniRef50_A0A1N7I9Y0    -          NP_536676.1          -                8.6   17.4  17.5       8.6   17.4  17.5   3.0   1   1   2   3   3   1   0 Uncharacterized protein n=6 Tax=Chryseobacterium TaxID=59732 RepID=A0A1N7I9Y0_9FLAO
UniRef50_A0A2E5JAV6    -          NP_536676.1          -                8.7   17.4   1.3        12   17.0   1.3   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Flavobacteriaceae bacterium TaxID=1871037 RepID=A0A2E5JAV6_9FLAO
UniRef50_UPI00111CF3F1 -          NP_536676.1          -                8.7   17.4   1.9         9   17.4   1.9   1.1   1   0   0   1   1   1   0 hypothetical protein n=2 Tax=Kosakonia cowanii TaxID=208223 RepID=UPI00111CF3F1
UniRef50_A0A7Z9H0J9    -          NP_536676.1          -                8.7   17.4   3.3        12   17.0   3.3   1.2   1   0   0   1   1   1   0 DUF4956 domain-containing protein n=1 Tax=Planctomycetaceae bacterium TaxID=2026779 RepID=A0A7Z9H0J9_9PLAN
UniRef50_A0A849P8C2    -          NP_536676.1          -                8.7   17.4   3.5        12   16.9   3.5   1.1   1   0   0   1   1   1   0 Sensor histidine kinase n=2 Tax=Calidifontibacter TaxID=1158982 RepID=A0A849P8C2_9MICO
UniRef50_A0A0G0TPE6    -          NP_536676.1          -                8.7   17.4   4.3       8.7   17.4   4.3   1.8   2   0   0   2   2   1   0 Mg2+ transport ATPase n=1 Tax=Candidatus Nomurabacteria bacterium GW2011_GWA2_40_9 TaxID=1618734 RepID=A0A0G0TPE6_9BACT
UniRef50_A0A7R9W4J3    -          NP_536676.1          -                8.8   17.4   0.3       9.6   17.3   0.3   1.1   1   0   0   1   1   1   0 Hypothetical protein (Fragment) n=2 Tax=Bacillariophyta TaxID=2836 RepID=A0A7R9W4J3_9STRA
UniRef50_A0A414KCY7    -          NP_536676.1          -                8.8   17.4   0.7        10   17.2   0.7   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Blautia obeum TaxID=40520 RepID=A0A414KCY7_9FIRM
UniRef50_A0A7V5E974    -          NP_536676.1          -                8.8   17.4   0.6        13   16.9   0.6   1.1   1   0   0   1   1   1   0 ATP synthase subunit b n=1 Tax=Syntrophobacterales bacterium TaxID=2282155 RepID=A0A7V5E974_9DELT
UniRef50_W2QRB0        -          NP_536676.1          -                8.8   17.4   1.0       8.8   17.4   1.0   1.9   2   0   0   2   2   1   0 Uncharacterized protein n=15 Tax=Peronosporaceae TaxID=4777 RepID=W2QRB0_PHYPN
UniRef50_A0A645A1V6    -          NP_536676.1          -                8.8   17.4   0.6        15   16.7   0.6   1.3   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=bioreactor metagenome TaxID=1076179 RepID=A0A645A1V6_9ZZZZ
UniRef50_UPI001290C96E -          NP_536676.1          -                8.8   17.4   8.9       8.8   17.4   8.9   2.5   3   0   0   3   3   1   0 hypothetical protein n=1 Tax=Zoogloea sp. 1C4 TaxID=2570190 RepID=UPI001290C96E
UniRef50_A0A090AJY8    -          NP_536676.1          -                8.8   17.4  18.3       8.8   17.4  18.3   3.2   2   1   1   3   3   1   0 Lipid A core-O-antigen ligase-like enzyme n=4 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A090AJY8_9GAMM
UniRef50_A0A7C2I6Z3    -          NP_536676.1          -                8.8   17.4  14.2       8.8   17.4  14.2   2.2   1   1   1   2   2   1   0 Phospholipid carrier-dependent glycosyltransferase n=1 Tax=Bryobacteraceae bacterium TaxID=2212468 RepID=A0A7C2I6Z3_9BACT
UniRef50_A0A7C6WDS6    -          NP_536676.1          -                8.8   17.4   7.1        10   17.2   7.1   1.0   1   0   0   1   1   1   0 Uncharacterized protein n=3 Tax=Tenericutes TaxID=544448 RepID=A0A7C6WDS6_9MOLU
UniRef50_A0A427TM47    -          NP_536676.1          -                8.9   17.4   4.5       9.2   17.3   4.5   1.0   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Mesobacillus subterraneus TaxID=285983 RepID=A0A427TM47_9BACI
UniRef50_A0A1Q6L8K9    -          NP_536676.1          -                8.9   17.4  43.7        36   15.4  17.7   3.0   2   1   1   3   3   2   0 Uncharacterized protein n=1 Tax=Clostridium sp. 26_22 TaxID=1896978 RepID=A0A1Q6L8K9_9CLOT
